id,userId,msv,cpm,capturedAt,latitude,longitude,device,type,manufacturer,model
37486714,6,0.249,30,2014-08-06T16:58:47Z,13.13,13.13,77,LND712,Safecast,NetRad
37486726,6,0.216,26,2014-08-06T17:03:40Z,13.13,13.13,77,LND712,Safecast,NetRad
37486737,6,0.241,29,2014-08-06T17:08:33Z,13.13,13.13,77,LND712,Safecast,NetRad
37486748,6,0.249,30,2014-08-06T17:13:25Z,13.13,13.13,77,LND712,Safecast,NetRad
37486760,6,0.224,27,2014-08-06T17:18:18Z,13.13,13.13,77,LND712,Safecast,NetRad
37486770,6,0.257,31,2014-08-06T17:23:11Z,13.13,13.13,77,LND712,Safecast,NetRad
37486781,6,0.207,25,2014-08-06T17:28:04Z,13.13,13.13,77,LND712,Safecast,NetRad
37486793,6,0.257,31,2014-08-06T17:32:56Z,13.13,13.13,77,LND712,Safecast,NetRad
37486805,6,0.249,30,2014-08-06T17:37:49Z,13.13,13.13,77,LND712,Safecast,NetRad
37486816,6,0.232,28,2014-08-06T17:42:42Z,13.13,13.13,77,LND712,Safecast,NetRad
37486827,6,0.274,33,2014-08-06T17:47:34Z,13.13,13.13,77,LND712,Safecast,NetRad
37486839,6,0.266,32,2014-08-06T17:52:27Z,13.13,13.13,77,LND712,Safecast,NetRad
37486851,6,0.257,31,2014-08-06T17:57:19Z,13.13,13.13,77,LND712,Safecast,NetRad
37486863,6,0.266,32,2014-08-06T18:02:12Z,13.13,13.13,77,LND712,Safecast,NetRad
37486875,6,0.257,31,2014-08-06T18:07:05Z,13.13,13.13,77,LND712,Safecast,NetRad
37486887,6,0.290,35,2014-08-06T18:11:57Z,13.13,13.13,77,LND712,Safecast,NetRad
37486898,6,0.266,32,2014-08-06T18:16:50Z,13.13,13.13,77,LND712,Safecast,NetRad
37486910,6,0.299,36,2014-08-06T18:21:42Z,13.13,13.13,77,LND712,Safecast,NetRad
37486922,6,0.241,29,2014-08-06T18:26:35Z,13.13,13.13,77,LND712,Safecast,NetRad
37486934,6,0.274,33,2014-08-06T18:31:27Z,13.13,13.13,77,LND712,Safecast,NetRad
37486946,6,0.224,27,2014-08-06T18:36:20Z,13.13,13.13,77,LND712,Safecast,NetRad
37486958,6,0.232,28,2014-08-06T18:41:12Z,13.13,13.13,77,LND712,Safecast,NetRad
37486970,6,0.249,30,2014-08-06T18:46:04Z,13.13,13.13,77,LND712,Safecast,NetRad
37486981,6,0.274,33,2014-08-06T18:50:57Z,13.13,13.13,77,LND712,Safecast,NetRad
37486993,6,0.257,31,2014-08-06T18:55:49Z,13.13,13.13,77,LND712,Safecast,NetRad
37487005,6,0.249,30,2014-08-06T19:00:42Z,13.13,13.13,77,LND712,Safecast,NetRad
37487017,6,0.266,32,2014-08-06T19:05:34Z,13.13,13.13,77,LND712,Safecast,NetRad
37487028,6,0.241,29,2014-08-06T19:10:27Z,13.13,13.13,77,LND712,Safecast,NetRad
37487039,6,0.257,31,2014-08-06T19:15:19Z,13.13,13.13,77,LND712,Safecast,NetRad
37487051,6,0.249,30,2014-08-06T19:20:12Z,13.13,13.13,77,LND712,Safecast,NetRad
37487062,6,0.257,31,2014-08-06T19:25:04Z,13.13,13.13,77,LND712,Safecast,NetRad
37487074,6,0.249,30,2014-08-06T19:29:57Z,13.13,13.13,77,LND712,Safecast,NetRad
37487086,6,0.241,29,2014-08-06T19:34:49Z,13.13,13.13,77,LND712,Safecast,NetRad
37487097,6,0.232,28,2014-08-06T19:39:42Z,13.13,13.13,77,LND712,Safecast,NetRad
37487109,6,0.249,30,2014-08-06T19:44:34Z,13.13,13.13,77,LND712,Safecast,NetRad
37487121,6,0.274,33,2014-08-06T19:49:26Z,13.13,13.13,77,LND712,Safecast,NetRad
37487133,6,0.249,30,2014-08-06T19:54:19Z,13.13,13.13,77,LND712,Safecast,NetRad
37487144,6,0.290,35,2014-08-06T19:59:11Z,13.13,13.13,77,LND712,Safecast,NetRad
37487155,6,0.224,27,2014-08-06T20:04:04Z,13.13,13.13,77,LND712,Safecast,NetRad
37487167,6,0.266,32,2014-08-06T20:08:56Z,13.13,13.13,77,LND712,Safecast,NetRad
37487179,6,0.241,29,2014-08-06T20:13:49Z,13.13,13.13,77,LND712,Safecast,NetRad
37487190,6,0.274,33,2014-08-06T20:18:41Z,13.13,13.13,77,LND712,Safecast,NetRad
37487201,6,0.241,29,2014-08-06T20:23:33Z,13.13,13.13,77,LND712,Safecast,NetRad
37487212,6,0.282,34,2014-08-06T20:28:25Z,13.13,13.13,77,LND712,Safecast,NetRad
37487224,6,0.257,31,2014-08-06T20:33:18Z,13.13,13.13,77,LND712,Safecast,NetRad
37487236,6,0.249,30,2014-08-06T20:38:10Z,13.13,13.13,77,LND712,Safecast,NetRad
37487247,6,0.232,28,2014-08-06T20:43:02Z,13.13,13.13,77,LND712,Safecast,NetRad
37487259,6,0.274,33,2014-08-06T20:47:55Z,13.13,13.13,77,LND712,Safecast,NetRad
37487270,6,0.257,31,2014-08-06T20:52:47Z,13.13,13.13,77,LND712,Safecast,NetRad
37487282,6,0.249,30,2014-08-06T20:57:39Z,13.13,13.13,77,LND712,Safecast,NetRad
37487294,6,0.249,30,2014-08-06T21:02:32Z,13.13,13.13,77,LND712,Safecast,NetRad
37487306,6,0.257,31,2014-08-06T21:07:24Z,13.13,13.13,77,LND712,Safecast,NetRad
37487317,6,0.249,30,2014-08-06T21:12:17Z,13.13,13.13,77,LND712,Safecast,NetRad
37487329,6,0.274,33,2014-08-06T21:17:09Z,13.13,13.13,77,LND712,Safecast,NetRad
37487341,6,0.274,33,2014-08-06T21:22:02Z,13.13,13.13,77,LND712,Safecast,NetRad
37487353,6,0.216,26,2014-08-06T21:26:55Z,13.13,13.13,77,LND712,Safecast,NetRad
37487365,6,0.241,29,2014-08-06T21:31:47Z,13.13,13.13,77,LND712,Safecast,NetRad
37487377,6,0.249,30,2014-08-06T21:36:40Z,13.13,13.13,77,LND712,Safecast,NetRad
37491498,6,0.257,31,2014-08-06T21:41:32Z,13.13,13.13,77,LND712,Safecast,NetRad
37491510,6,0.232,28,2014-08-06T21:46:25Z,13.13,13.13,77,LND712,Safecast,NetRad
37491522,6,0.241,29,2014-08-06T21:51:17Z,13.13,13.13,77,LND712,Safecast,NetRad
37491534,6,0.257,31,2014-08-06T21:56:10Z,13.13,13.13,77,LND712,Safecast,NetRad
37491545,6,0.232,28,2014-08-06T22:01:03Z,13.13,13.13,77,LND712,Safecast,NetRad
37491556,6,0.249,30,2014-08-06T22:05:55Z,13.13,13.13,77,LND712,Safecast,NetRad
37491568,6,0.249,30,2014-08-06T22:10:48Z,13.13,13.13,77,LND712,Safecast,NetRad
37491580,6,0.282,34,2014-08-06T22:15:40Z,13.13,13.13,77,LND712,Safecast,NetRad
37491592,6,0.257,31,2014-08-06T22:20:33Z,13.13,13.13,77,LND712,Safecast,NetRad
37491604,6,0.274,33,2014-08-06T22:25:25Z,13.13,13.13,77,LND712,Safecast,NetRad
37491616,6,0.257,31,2014-08-06T22:30:18Z,13.13,13.13,77,LND712,Safecast,NetRad
37491628,6,0.249,30,2014-08-06T22:35:10Z,13.13,13.13,77,LND712,Safecast,NetRad
37491639,6,0.241,29,2014-08-06T22:40:03Z,13.13,13.13,77,LND712,Safecast,NetRad
37491651,6,0.249,30,2014-08-06T22:44:55Z,13.13,13.13,77,LND712,Safecast,NetRad
37491662,6,0.266,32,2014-08-06T22:49:48Z,13.13,13.13,77,LND712,Safecast,NetRad
37491673,6,0.216,26,2014-08-06T22:54:40Z,13.13,13.13,77,LND712,Safecast,NetRad
37491685,6,0.232,28,2014-08-06T22:59:33Z,13.13,13.13,77,LND712,Safecast,NetRad
37491697,6,0.232,28,2014-08-06T23:04:25Z,13.13,13.13,77,LND712,Safecast,NetRad
37491709,6,0.249,30,2014-08-06T23:09:18Z,13.13,13.13,77,LND712,Safecast,NetRad
37491718,6,0.249,30,2014-08-06T23:14:10Z,13.13,13.13,77,LND712,Safecast,NetRad
37491730,6,0.257,31,2014-08-06T23:19:03Z,13.13,13.13,77,LND712,Safecast,NetRad
37491742,6,0.241,29,2014-08-06T23:23:56Z,13.13,13.13,77,LND712,Safecast,NetRad
37491754,6,0.274,33,2014-08-06T23:28:48Z,13.13,13.13,77,LND712,Safecast,NetRad
37491766,6,0.266,32,2014-08-06T23:33:41Z,13.13,13.13,77,LND712,Safecast,NetRad
37491778,6,0.249,30,2014-08-06T23:38:33Z,13.13,13.13,77,LND712,Safecast,NetRad
37491789,6,0.274,33,2014-08-06T23:43:26Z,13.13,13.13,77,LND712,Safecast,NetRad
37491800,6,0.274,33,2014-08-06T23:48:18Z,13.13,13.13,77,LND712,Safecast,NetRad
37491812,6,0.241,29,2014-08-06T23:53:11Z,13.13,13.13,77,LND712,Safecast,NetRad
37491823,6,0.257,31,2014-08-06T23:58:04Z,13.13,13.13,77,LND712,Safecast,NetRad
37491834,6,0.241,29,2014-08-07T00:02:56Z,13.13,13.13,77,LND712,Safecast,NetRad
37491845,6,0.257,31,2014-08-07T00:07:49Z,13.13,13.13,77,LND712,Safecast,NetRad
37491857,6,0.216,26,2014-08-07T00:12:41Z,13.13,13.13,77,LND712,Safecast,NetRad
37491868,6,0.249,30,2014-08-07T00:17:33Z,13.13,13.13,77,LND712,Safecast,NetRad
37491880,6,0.249,30,2014-08-07T00:22:26Z,13.13,13.13,77,LND712,Safecast,NetRad
37491892,6,0.232,28,2014-08-07T00:27:18Z,13.13,13.13,77,LND712,Safecast,NetRad
37491904,6,0.274,33,2014-08-07T00:32:11Z,13.13,13.13,77,LND712,Safecast,NetRad
37491919,6,0.241,29,2014-08-07T00:37:03Z,13.13,13.13,77,LND712,Safecast,NetRad
37491936,6,0.257,31,2014-08-07T00:41:56Z,13.13,13.13,77,LND712,Safecast,NetRad
37491948,6,0.249,30,2014-08-07T00:46:48Z,13.13,13.13,77,LND712,Safecast,NetRad
37491960,6,0.232,28,2014-08-07T00:51:41Z,13.13,13.13,77,LND712,Safecast,NetRad
37491972,6,0.257,31,2014-08-07T00:56:33Z,13.13,13.13,77,LND712,Safecast,NetRad
37491984,6,0.274,33,2014-08-07T01:01:26Z,13.13,13.13,77,LND712,Safecast,NetRad
37491996,6,0.232,28,2014-08-07T01:06:19Z,13.13,13.13,77,LND712,Safecast,NetRad
37492008,6,0.249,30,2014-08-07T01:11:11Z,13.13,13.13,77,LND712,Safecast,NetRad
37492019,6,0.257,31,2014-08-07T01:16:04Z,13.13,13.13,77,LND712,Safecast,NetRad
37492030,6,0.282,34,2014-08-07T01:20:56Z,13.13,13.13,77,LND712,Safecast,NetRad
37492042,6,0.249,30,2014-08-07T01:25:48Z,13.13,13.13,77,LND712,Safecast,NetRad
37492053,6,0.257,31,2014-08-07T01:30:41Z,13.13,13.13,77,LND712,Safecast,NetRad
37492065,6,0.232,28,2014-08-07T01:35:34Z,13.13,13.13,77,LND712,Safecast,NetRad
37492077,6,0.249,30,2014-08-07T01:40:26Z,13.13,13.13,77,LND712,Safecast,NetRad
37492089,6,0.290,35,2014-08-07T01:45:19Z,13.13,13.13,77,LND712,Safecast,NetRad
37492101,6,0.266,32,2014-08-07T01:50:12Z,13.13,13.13,77,LND712,Safecast,NetRad
37492113,6,0.249,30,2014-08-07T01:55:04Z,13.13,13.13,77,LND712,Safecast,NetRad
37492123,6,0.216,26,2014-08-07T01:59:57Z,13.13,13.13,77,LND712,Safecast,NetRad
37492135,6,0.241,29,2014-08-07T02:04:50Z,13.13,13.13,77,LND712,Safecast,NetRad
37492146,6,0.249,30,2014-08-07T02:09:42Z,13.13,13.13,77,LND712,Safecast,NetRad
37492156,6,0.274,33,2014-08-07T02:14:35Z,13.13,13.13,77,LND712,Safecast,NetRad
37492168,6,0.241,29,2014-08-07T02:19:28Z,13.13,13.13,77,LND712,Safecast,NetRad
