id,userId,μSv/h,cpm,capturedAt,latitude,longitude,device,type,manufacturer,model
41227518,9,0.000,0,2014-11-25T02:36:55Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41227521,9,0.000,0,2014-11-25T02:37:06Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41227525,9,0.000,0,2014-11-25T02:37:17Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229853,9,0.000,0,2014-11-25T12:23:56Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229857,9,0.000,0,2014-11-25T12:24:07Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229860,9,0.000,0,2014-11-25T12:24:18Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229863,9,0.000,0,2014-11-25T12:24:29Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229867,9,0.000,0,2014-11-25T12:24:40Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229870,9,0.000,0,2014-11-25T12:24:51Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229872,9,0.000,0,2014-11-25T12:25:02Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229875,9,0.000,0,2014-11-25T12:25:13Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229877,9,0.000,0,2014-11-25T12:25:25Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229883,9,0.000,0,2014-11-25T12:26:18Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229885,9,0.000,0,2014-11-25T12:26:29Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229972,9,0.000,0,2014-11-25T12:50:09Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229974,9,0.000,0,2014-11-25T12:50:20Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41229977,9,0.000,0,2014-11-25T12:50:31Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242511,9,0.000,0,2014-11-25T13:07:41Z,35.26905,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242529,9,0.000,0,2014-11-25T13:10:36Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242532,9,0.000,0,2014-11-25T13:10:47Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242546,9,0.000,0,2014-11-25T13:16:43Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242548,9,0.000,0,2014-11-25T13:16:54Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242552,9,0.000,0,2014-11-25T13:18:51Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242554,9,0.000,0,2014-11-25T13:19:02Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242568,9,0.000,0,2014-11-25T13:22:10Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242571,9,0.000,0,2014-11-25T13:22:20Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242573,9,0.000,0,2014-11-25T13:22:31Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242575,9,0.000,0,2014-11-25T13:22:42Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242577,9,0.000,0,2014-11-25T13:22:53Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242579,9,0.000,0,2014-11-25T13:23:04Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242582,9,0.000,0,2014-11-25T13:23:15Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242598,9,0.000,0,2014-11-25T13:26:26Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242600,9,0.000,0,2014-11-25T13:26:37Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242602,9,0.000,0,2014-11-25T13:26:48Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242635,9,0.000,0,2014-11-25T13:37:05Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242638,9,0.000,0,2014-11-25T13:37:15Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242640,9,0.000,0,2014-11-25T13:37:27Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242642,9,0.000,0,2014-11-25T13:37:38Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242644,9,0.000,0,2014-11-25T13:37:49Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242646,9,0.000,0,2014-11-25T13:38:00Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242649,9,0.000,0,2014-11-25T13:38:12Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242651,9,0.000,0,2014-11-25T13:38:23Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242653,9,0.000,0,2014-11-25T13:38:34Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242656,9,0.000,0,2014-11-25T13:38:46Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242658,9,0.000,0,2014-11-25T13:38:57Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242663,9,0.000,0,2014-11-25T13:39:08Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242666,9,0.000,0,2014-11-25T13:39:20Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242670,9,0.000,0,2014-11-25T13:39:31Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242675,9,0.000,0,2014-11-25T13:39:42Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242679,9,0.000,0,2014-11-25T13:39:53Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242681,9,0.000,0,2014-11-25T13:40:04Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242683,9,0.000,0,2014-11-25T13:40:15Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242685,9,0.000,0,2014-11-25T13:40:26Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242688,9,0.000,0,2014-11-25T13:40:37Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242691,9,0.000,0,2014-11-25T13:40:48Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242693,9,0.000,0,2014-11-25T13:40:59Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242695,9,0.000,0,2014-11-25T13:41:10Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242697,9,0.000,0,2014-11-25T13:41:22Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242699,9,0.000,0,2014-11-25T13:41:33Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242701,9,0.000,0,2014-11-25T13:41:44Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242703,9,0.000,0,2014-11-25T13:41:55Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242705,9,0.000,0,2014-11-25T13:42:06Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242708,9,0.000,0,2014-11-25T13:42:17Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242710,9,0.000,0,2014-11-25T13:42:28Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242712,9,0.000,0,2014-11-25T13:42:39Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242714,9,0.000,0,2014-11-25T13:42:50Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242716,9,0.000,0,2014-11-25T13:43:02Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242719,9,0.000,0,2014-11-25T13:43:13Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242721,9,0.000,0,2014-11-25T13:43:24Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242723,9,0.000,0,2014-11-25T13:43:35Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242726,9,0.000,0,2014-11-25T13:43:46Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242728,9,0.000,0,2014-11-25T13:43:57Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242732,9,0.000,0,2014-11-25T13:44:09Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242736,9,0.000,0,2014-11-25T13:44:20Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242740,9,0.000,0,2014-11-25T13:44:31Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242745,9,0.000,0,2014-11-25T13:44:42Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242749,9,0.000,0,2014-11-25T13:44:53Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242751,9,0.000,0,2014-11-25T13:45:04Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242753,9,0.000,0,2014-11-25T13:45:15Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242755,9,0.000,0,2014-11-25T13:45:26Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242758,9,0.000,0,2014-11-25T13:45:38Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
41242761,9,0.000,0,2014-11-25T13:45:49Z,35.269,136.249621,94,LND712,Safecast,"nGeigie V2.0"
